TYPE	WHO	LANGID	BORN PLACE	WEAPONS	FLOWERS	INSTRUMENTS	INSECTS	PLEASANT	UNPLEASANT
original	anonymous	hr4	Austria, Croatia	Nož, sablja, bodež, jednoručni mač, dvoručni mač, koplje, buzdovan, šuriken, katana, luk i strijela, praćka, pištolj, revolver, karabin, musketa, poluautomatska puška, automatska puška, malokalibarska puška, ručna granata, ručni bacač, nunčake, ratna sjekira, samostrel, minobacač, helebarda	Jaglac, ljubičica, šafran, orhideja, ruža, ciklama, rododendron, surfinija, pelargonija, begonija, tulipan, gladiola, narcisa, žalfija, kadulja, tratinčica, mak, petunije, karanfil, mimoza, zumbul, iris, božur, bugenvilija, đurđica	Gitara, kitara, lira, violina, viola, violončelo, bas, kontrabas, tuba, oboa, saksofon, klavir, klarinet, činjele, truba, timpani, čembalo, harmonika, usna harmonika, gusle, gajde, frula, bubnjevi, klavijature, električna gitara 	Mrav, komarac, muha, bogomoljka, pauk, grinja, krpelj, uš, libela, pčela, osa, bumbar, stršljen, jelenak, obad, kišna glista, puž, skakavac, grilja, cvrčak, krijesnica, leptir, moljac, termit, crv	Toplina, ljubav, orgazam, mir, tišina, glazba, lijepo, slatko, ugodno, društveno, čisto, uredno, spokojno, intelektualnost, uravnoteženost, svjetlo, svijetlo, smireno, blago, nenametljivo, sustretljivo, prijateljstvo, seks, samozadovoljavanje, zadovoljstvo	Hladnoća, mržnja, frigidnost, buka, kaos, neskladnost, neuravnoteženost, neugoda, prljavo, nečisto, okaljano, nevaljano, mrsko, neprijateljstvo, svađa, tučnjava, silovanje, mučenje, sadizam, mazohizam, pedofilija, nekrofilija, neiskrenost, prijetvornost
original	anonymous	hr5	Zagreb, Croatia 	Puška, pištolj, bodež, luk i strijela, mitraljez, top, granata, ručna bomba, mina, koplje, mač, sablja, buzdovan, šuriken, raketa, nuklearna bomba, nunčake, tenk, vojni zrakoplov, ratni brod, biološko oružje, kemijsko oružje, sjekira, toljaga	Ruža, karanfil, ljiljan, tratinčica, ivančica, orhideja, neven, livadni zvončić, mak, ljubičica, maćuhica, visibaba, šafran, šumarica, ciklama, gerber, georgina, iris, vodenčica, đurđica, lopoč, pelargonija, petunika, geranij, kamelija	Gitara, lutnja, violina, bubanj, klavir, klarinet, flauta, frula, truba, orgulje, ukulele, violončelo, viola, kontrabas, tambura, oboa, tuba, trombon, činele, ksilofon, blok flauta, saksofon, fagot, harmonika, bendžo	Muha, skakavac, pauk, mrav, smrdljivi martin, žohar, pčela, osa, stršljen, obad, komarac, jelenak, buba mara, leptir, noćni leptir, vilin konjic, moljac, hrušt, bogomoljka, zrikavac, cvrčak, krijesnica, vinska mušica, termit, štriga	 Udobnost, sreća, smijeh, toplina, ljubav, radost, zadovoljstvo, polet, ljepota, blagostanje, mir, veselje, zadovoljstvo, dobrota, ljubaznost, meko, sigurno, ukusno, opuštajuće, uzbudljivo, ispunjenost, mašta, čistoća, olakšanje, ushit	Strah, hladnoća, užas, ljutitost, nepravda, bol, praznina, nemoć, nemir, napetost, mučno, pakost, zlo, slabost, neugoda, stid, poniženje, neuspjeh, bezobrazluk, nervoza, jal, bodljikavo, lažno, izdaja, gušenje
original	anonymous	hr6	Vrbovec, Croatia 	Pištolj, puška, bomba, mitraljez, kalašnjikov, revolver, tenk, snajper, granata, mina, nož, sjekira, sačmarica, koplje, mač, bajoneta, zračnica, luk, samostrijel, katapult, buzdovan, sablja, top, mlat, nadžak	Ruža, ljubičica, maslačak, maćuhice, šafran, jaglac, jorgovan, krizantema, gerber, tulipan, visibaba, zvončić, đurđica, tratinčica, mimoza, ciklama, iris, pelargonija, begonija, filadendron, hortenzija, jasmin, karanfil, oleandar, orhideja	Gitara, bubanj, tambura, violina, viola, violončelo, flauta, truba, saksofon, klavir, brač, bisernica, čelo, bas, kontrabas, tuba, oboa, orgulje, klarinet, lutnja, mandolina, timpan, klavijature, harmonika, frula	Komarac, smrdljivi martin, muha, buha, krpelj, pauk, skakavac, stonoga, krijesnica, rovka, leptir, stjenica, moljac, hrušt, cvrčak, zrikavac, žohar, štriga, bogomoljka, osa, pčela, bubamara, bumbar, škorpion, obad	Hrana, san, knjiga, glazba, ljubav, prijateljstvo, mir, tišina, priroda, more, planina, šuma, zagrljaj, poljubac, toplina, dobrota, nježnost, vikend, izlet, putovanje, godišnji odmor, plivanje, društvene igre, sviranje, pjevanje	Umor, glavobolja, menstruacija, zubobolja, tuga, depresija, anksioznost, nervoza, licemjerje, bezobrazluk, snobizam, dosada, ponedjeljak, dvoličnost, posao, trema, topla piva, škrtost, okrutnost, neljubaznost, hladnoća, vrućine, lijenost, zatucanost, mizogija
original	anonymous	hr7	Zagreb, Croatia	Mač, pištolj, puška, bazuka, bodež, katapult, luk i strijela, sačmarica, bomba, Molotovljev koktel, kratki mač, bokser, harpun, koplje, top, nož, buzdovan, katana, sjekira, mačeta, sablja, srp, trozubac, štap, helebarda	Čičak, jasmin, oleander, ljubičica, potočnica, ruža, kamelija, ljiljan, visibaba, orhideja, sunovrat, tratinčica, ivančica, japanska trešnja, divlja jagoda, maslačak, lipa, dunja, tulipan, zumbul, božićna zvijezda, suncokret, mak, lipa, jaglac	Violina, klavir, violončelo, čelo, tuba, truba, bas, kontrabas, gitara, čembalo, kitara, frula, flauta, blok flauta, vlat trave, harfa, bubnjevi, zvečke, harmonika, timpan, sintisajzer, ukulele, udaraljke, orgulje, zvončići	(Not sure which are bugs, and which are insects) bubamara, pčela, osa, obad, stršljen, bumbar, pauk, smrdljivi martin, paučnjak, uholaža, stonoga, vilin konjic, štriga, mrav, muha, mušica, kornjaš, leptir, skakavac, zrikavac, bogomoljka, skarabej, komarac, crv	Ljubav, sunce, sreća, cvijeće, toplina, more, plavo nebo, priroda, voda, livada, planina, slatko, sport, avantura, aktivnost, mačka, pas, životinje, ronjenje, svijetlo, svjetlost, veselje, vrućina, ljeto, šareno	Hladno, zima, ružno, ljuto, tužno, grdo, jadno, tamno, mračno, mrklo, gorko, sivo, crno, tmurno, blijedo, oštro, tvrdo, silovito, napadno, hrapavo, nazubljeno, smrdljivo, smrad, gljivice, čir
original	anonymous	hr8	Split, Croatia	samostrel, luk i strijela, dugi mač, kratki mač, buzdovan, dvoručni mač, konjanička sablja, pješadijska sablja, sjekira, ratni čekić, koplje, helebarda, pištolj, revolver, puška, automatska puška, mitraljez, zolja, nož, bodež, mina, nuklearna bomba, toljaga, praćka, katapult	ruža, strelicija, ljubičica, jaglac, visibaba, kala, karanfil, božur, gerber, ivančica, potočnica, brnistra, neven, čičkov cvijet, ljiljan, iris, suncokret, narcis, zumbul, tulipan, maslačak, jorgovan, orhideja, mimoza, hibiskus	violina, viola, violončelo, kontrabas, truba, tuba, trombon, klarinet, flauta, blokfrula, lira, lutnja, akustična gitara, električna gitara, električni bas, timpani, oboa, tenor saksofon, bas saksofon, klavičembalo, činela, triangl, bas bubanj, ksilofon, melodika	smrdljivi martin, bubamara, komarac, mrav, pčela, trut, osa, hrušt, bogomoljka, skakavac, cvrčak, moljac, leptir, lisna uš, krumpirova zlatica, termit, obad, kućna muha, vinska mušica, stršljen, žohar, skarabej, uholaža, stonoga, svileni kukac	lijepo, svijetlo, tamno, cvijeće, psi, ljubav, sreća, produktivnost, zadovoljstvo, ukusno, slatko, slano, more, šuma, livada, šetnja, planina, Luka, kava, čaj, kolač, ručak, zeleno, sunčano, toplo	ružno, presvijetlo, mračno, trulo, frustracija, mržnja, manipulacija, kukci, napor, tuga, umor, bol, tegoba, siromaštvo, preslatko, preslano, vruće, prehladno, ignorancija, nesposobnost, nebriga, smrad, neudobnost, nemoć, jednoslojni toaletni papir
original	anonymous	hr9	Kaštela, Croatia	pištolj, puška, strojnica, mač, sablja, dvoručni mač, nož, mačeta, mina, granata, mortar, raketa, raketni bacač, buzdovan, koplje, sjekira, helebarda, revolver, samokres, bodež, toljaga, praćka, katapult, čekić, samostrel	maslačak, ruža, maćuhica, ivančica, suncokret, tulipan, orhideja, tratinčica, gerberi, garifuli, mendula, neven, bugenvilija, ljubičica, krizanteme, jaglac, visibaba, narcis, ljiljan, zumbul, jorgovan, kala, potočnica, smilje, runolist	akustična gitara, flamenco gitara, električna gitara, klavir, mandolina, violončelo, klavičembalo, violina, viola, kontrabas, fagot, bendžo, prima, bas gitara, truba, trombon, saksofon, flauta, klarinet, tuba, činele, francuski rog, pijanino, brač, bisernica	komarac, smrdljivi martin, uholaža, bubamara, mrav, bogomoljka, skakavac, cvrčak, strizibuba, uš, krpelj, stjenica, jelenak, govnovalj, moljac, leptir, skočibuha, vretence, obad, pčela, osa, stršljen, muha, vinska mušica, stidna uš	knjiga, trava, šuma, biljke, more, sol, valovi, ronjenje, noć, snijeg, kiša, bor, bicikl, trčanje, zagrljaj, vožnja, pivo, vatra, vjetar, brod, obitelj, prijatelji, kaput, san, planina	vrućina, svađa, licemjerje, nepravda, nesanica, ponižavanje, iživljavanje, nepripremljenost, nedostatak kontrole, zamjeranje, iscrpljenost, pregorenost, umišljenost, korupcija, amoralnost, ograničavanje, cenzura, neugodni mirisi, vlaga, znoj, tripice, napetost, osip, razočaranost, nemir
original	anonymous	hr10	Zagreb, Croatia	nož, sjekira, katapult, puška, revolver, mitraljez, tomahawk, top, mina, granata, nuklearna bomba, raketa zemlja zrak, pištolj, kalašnjikov, sablja, mač, buzdovan, koplje, luk i strijela, mačeta, nagazna mina, torpedo, kubura, samostrel, toljaga	narcis, neven, tulipan, ruža, jaglac, visibaba, ljiljan, kala, krizantema, ivančica, tratinčica, potočnica, kukurijek, karanfil, orhideja, petunija, iris, zumbul, jorgovan, runolist, velebitska degenija, sljez, ljubičica, maćuhica, suncokret	truba, kontrabas, flauta, akustična gitara, benjo, ukulele, trombon, usna harmonika, melodika, klavir, orgulje, violončelo, violina, harfa, def, viola, bubnjevi, električna gitara, bas gitara, saksofon, triangl, sintesajzer, mandolina, gajde, klarinet	muha, obad, pčela, osa, bumbar, skakavac, cvrčak, jelenak, bubamara, bogomoljka, vretence, komarac, smrdljivi martin, žohar, vinska mušica, zrikavac, lisna uš, uholaža, mrav, strizibuba, krpelj, stjenica, moljac, stršljen, termit	plaća, hrana, kupovanje, kava, ljubav, sreća, toplina, tvoje dijete, zagrljaj, šetnja, čaj, prijateljstvo, vožnja, parfem, tuširanje, šminka, tv, glazba, spavanje, poljubac, vino, kupanje, čitanje, miris mora, smijeh	zloća, rat, svađa, ljubomora, zavist, hladnoća, kašnjenje, kućanski poslovi, tripice, nesanica, tjeskoba, strah, mržnja, drskost, glad, prljavo, siromaštvo, agresija, tuča, žurba, tuga, smrt, žeđ, plač, pivo
original	anonymous	hr11	Požega, Croatia	puška, pištolj, top, mitraljez, mač, nož, sjekira, štap, nunčake, strojnica, revolver,  karabin, bokser, luk i strijela, samostrel, praćka, katana, buzdovan, toljaga, koplje, bomba, granata, projektil, helebarda, sablja	ljiljan, ruža, karanfil, tratinčica, ivančica, visibaba, ljubičica, narcis, jorgovan, zumbul, velebitska degenija, tulipan, jaglac, magnolija, orhideja, hortenzija, petunija, dalija, mimoza, iris, božur, đurđica, jasmin, krizantema, suncokret	bubnjevi, ritam gitara, bas gitara, kontrabas, violončelo, violina, truba, rog, tuba, klarinet, trombon, saksofon, klavir, pianino, harfa, frula, oboa, flauta, sintisajzer, orgulje, triangl, ukulele, mandolina, gajde, tamburica	pauk, mrav, leptir, moljac, gusjenica, stonoga, skarabej, obad, muha, mušica, uholaž, jelenak, bubamara, skakavac, cvrčak, zrikavac, pčela, osa, stršljen, crv, vilin konjic, žohar, bogomoljka, komarac, bumbar	ljubav, priroda, mir, spokoj, obitelj, smijeh, more, sunce, plaža, šuma, svjetlost, zagrljaj, poljubac, seks, sreća, zadovoljstvo, prijateljstvo, biljke, glazba, umjetnost, video igre, knjige, raznolikost, liberalnost, progresivnost	posao, stres, religija, crkva, rat, politika, bolest, smrt, politička desnica, konzervativnost, obaveze, izdaja, glupost, zadrtost, korupcija, nepotizam, krađa, laž, uvreda, svađa, iskorištavanje, pesimizam, nervoza, depresija, pritisak
original	anonymous	hr12	Zagreb, Croatia	nož, pištolj, puška, mitraljez, minobacač, bomba, granata, mina, višecijevni bacač raketa, minobacač, bacač plamena, kalašnjikov, koplje, mač, sablja, tenk, revolver, snajper, atomska bomba, projektil, torpedo, top, haubica, bodež, buzdovan	ruža, tratinčica, maslačak, ljubičica, đurđica, jorgovan, narcisa, tulipan, zumbul, ivančica, karanfil, visibaba, jaglac, šafran, zvončić, potočnica, neven, gerber, anemona, gladiola, iris, ljiljan, hortenzija, petunija, pelargonija	klavir, gitara, violina, viola, čelo, kontrabas, flauta, truba, rog, oboa, tuba, fagot, klarinet, harfa, čembalo, piccolo, saksofon, harmonika, bubanj, timpani, činele, tamburica, mandolina, bisernica, ksilofon 	muha, komarac, vretence, skakavac, zrikavac, cvrčak, leptir, noćni leptir, osa, pčela, bumbar, stršljen, obad, bubamara, žohar, bubašvaba, smrdljivi Martin, bogomoljka, krpelj, mrav, termit, uš, buha, stidna uš, krumpirova zlatica	ljubav, prijateljstvo, šetnja, druženje, obitelj, smijeh, sigurnost, igra, odmor, opuštanje, toplina, zagrljaj, zabava, šuma, sunčano, zelena trava, cvijeće, miris, čistoća, mekano, nježnost, sloboda, otvorenost, zajedno, stvaranje	hladno, glad, ljutnja, bijes, tuga, strah, glad, mrak, vrućina, bljesak, sirene, glasno, usamljenost, izgubljenost, briga, bolest, neizvjesnost, krivnja, rat, kraj, svađa, ruganje, podsmijeh, omalovažavanje, nedostajanje
original	anonymous	id	Jakarta, Indonesia	pisau, parang, pistol, bambu runcing, golok, panah, clurit, tombak, samurai, trisula, pedang, senapan, bom, misil, molotov, kapak, gergaji, granat, palu, silet, rudal, gunting, meriam, tongkat, bumerang	dahlia, mawar, melati, kenanga, kamboja, bakung, sedap malam, kembang sepatu, lili, anggrek, anturium, anyelir, begonia, terompet, bugenvil, calendula, camelia, kejora, teratai, iris, cempaka, lavender, lotus, putri malu, matahari	biola, piano, gitar, drum, terompet, cello, suling, gendang, bass, harpa, sasando, gamelan, gambus, sitar, angklung, kecapi, keyboard, rebana, akordeon, gong, tamborin, konga, tifa, timpani, ukulele	laba-laba, kelabang, semut, belalang, rayap, lebah, kepik, tawon, lipan, kaki seribu, undur-undur, kutu, kumbang, nyamuk, kupu-kupu, jangkrik, capung, walang sangit, ngengat, kalajengking, lalat, ulat, kunang-kunang, tarantula, caplak	makan, bahagia, tertawa, bermain, ceria, jalan-jalan, nonton, nyanyi, tidur, membaca, meditasi, bertemu teman, cokelat, sambal, terbang, kencan, masak, belajar, olahraga, tamasya, piknik, damai, anggun, tentram, senyum	perang, sombong, marah, galak, pahit, senjata, api, bahaya, ancaman, rusak, jatuh, musuh, sedih, sakit, lapar, haus, gagal, tertinggal, sendiri, kedinginan, kepanasan, asam, berisik, jenuh, bosan
original	anonymous	ko	Chungju, Korea	활,화살,창,검,도,칼,철퇴,쇠뇌,채찍,대포,화차,신기전,애기살,거북선,장갑차,기관총,소총,권총,방패,갑옷,박격포,장갑차,탱크,전투기,어뢰	장미,무궁화,백합,코스모스,해바라기,민들레,라일락꽃,아카시아꽃,진달래,매화,난초,국화,개나리,벚꽃,동백꽃,도라지꽃,카네이션,봉선화,배꽃,연꽃,모란,복숭화꽃,할미꽃,달맞이꽃,안개꽃	피아노,첼로,바이올린,비올라,콘트라베이스,기타,드럼,베이스기타,키보드,색소폰,해금,가야금,태평소,생황,아쟁,장구,북,꽹과리,징,거문고,클라리넷,트럼펫,트럼본,플루트,리코더	바퀴벌레,잠자리,개미,벌,흰개미,무당벌레,노린재,말벌,반딧불이,대벌레,나비,하늘소,장수풍뎅이,사마귀,베짱이,꼽등이,땅벌,여치,귀뚜라미,하늘소,사슴벌레,나방,매미,소금쟁이,하루살이	아름답다,친절하다,귀엽다,편안하다,따뜻하다,시원하다,재미있다,안전하다,건강하다,알맞다,침대,소파,맛있다,멋있다,샤워,목욕,사이다,깨끗하다,치킨,고요하다,친구,가족,맑다,감사,사랑	나쁘다,불편하다,더럽다,화,슬프다,짜증난다,배고프다,힘들다,피곤하다,냄새,땀,똥,오줌,원수,꼴찌,왕따,지루하다,쓰다,실패,실망,이별,질병,벌레,바퀴벌레,꼽등이
original	anonymous	lb	Colmar-Berg, Luxembourg	Revolver, Flënt, Gewier, Kanoun, Kolt, Granat, Rakéit, Karabbiner, Schwert, Feil a Bou, Messer, Baseballschléier, Täschëmesser, Bomm, Peitsch, Handgranat, Maschinnegewier, Briechstaang, Pefferspray, Säwel, Degen, Béngel, Bräileffël, Fäuscht, Greef	Rous, Maargréitschen, Veilchen, Pissblumm, Tulp, Sonnëblummen, Schnéigläckchen, Botterblumm, Päischtrous, Klatschmohn, Chrysanthème, Hortense, Ouschterblumm, Orchidee, Aarmenäerchen, Hyazinth, Chrëschtrous, Muttergottesschéngelchen, Märéischen, Gënz, Begonien, Alpenveilchen, Edelweiss, Enzian, Lavendel	Gei, Guitar, Saxophon, Benjo, Tromm, Elekrtësch Guitar, Clarinette, Querflütt, Flütt, Trompett, Piano, Uergel, Harmonium, Fligel, Harf, Kontrabass, Triangel, Fagott, Horn, Alphorn, Harmonica, Violinn, Panflütt, Ziharmonika, Cello	Spann, Flou, Méck, Bei, Päiperléck (Pimpampel), Mustik, Ourëschlëffer, Skorpioun, Seechommes, Hummel, Räup, Wuerm, Heesprénger, Grill, Mued, Harespel, Beel, Himmelsdéierchen, Käfer, Schleeck, Gromperëkierwerléck, Matt, Horniss, Läus, Libell 	frëndléch, léif, fein, hëllefsbereed, Freed, glécklech, Glécklëchkeet, Hëllef, Respekt, fläisseg, räich, gescheit, Manéieren, laachen, schéin, iessen, drénken, Famill, Frënn, Fräiheet, Sonn, sangen, danzen, Hausdéier, beweegen	béis, ällen, egoïstësch, granzeg, Kräischen, vernannt, Schloën, Ligen, knaschtëg, Stoussen, Ongléck, Wéih, Falen, gebrach, Isolatioun, agespaart, Klauen, gefault, Faulheet, Hänselen, Reen, aarm, krank, péngëschen, Krich
original	anonymous	mr	Pune, India	बंदूक, तोफ, धनुष्यबाण, गोफण, भाला, लाठी, खंजीर, तलवार, बॉम्ब, क्षेपणास्त्र, रॉकेट, पिस्तूल, चाकू, कुऱ्हाड, हातोडा, दांडपट्टा, चक्र, टँक, ढाल, चिलखत, किरपण, वज्र, गदा, ग्रेनेड, त्रिशूल	गुलाब, कमळ, मोगरा, झेंडू, जास्वंद, जरबेरा, बोगनवेल, तगर, जुई, रातराणी, चाफा, शेवंती, निशिगंध, चंपा, गुलमोहर, बकुळ, सदाफुली, सूर्यफूल, अबोली, कृष्णकमळ, कुंदा, पारिजातक, केवडा, कण्हेर, घाणेरी	चिपळ्या, बासरी, झांन्ज, घंटा, वीणा, पेटी, मृदंग, डफली, तबला, पखावज, सनई, तंबोरा, सतार, जलतरंग, ढोल, ताशा, खंजीरी, तुतारी, सारंगी, शिट्टी, गिटार, डुगडुगी, बाजा, शंख, सरोद	मुंगी, ढेकूण, फुलपाखरू, कोळी, झुरळ, भोंगा, माशी, ऊ, डास, नाकतोडा, गोम, गोगलगाय, मधमाशी, गांधीरमाशी, विंचू, चतुर, पिसू, काजवा, पतंग, जडू, वाळवी, सुरवंट, मुंगळा, चिलटं, अळी	संगीत, नृत्य, आराम, अन्न, कुटुंब, व्यायाम, ताजेपणा, गोडवा, कोवळे गवत, निवांत अंघोळ, कॉफी, चहा, सरबत, पुस्तक, मिठी, मित्र, सूर्योदय, सूर्यास्त, ध्यान, चॉकलेट, आळस, रविवार, तारे निरीक्षण, वाढदिवस, स्वच्छता	गोंगाट, डोकेदुखी, आजार, भूक, एकटेपणा, लठ्ठपणा, कंटाळा, कडू, दुर्गंध, घाइ, एरंडेल, अभ्यास, चिंता, अंधार, घोळ, कचरा, सोमवार, मृत्यू, युद्ध, गरिबी, काटे, केस गळणे, ईजा, कुजलेला, शत्रुत्व
original	anonymous	nl1	Eindhoven, Netherlands	zwaard, knuppel, bijl, mes, steekwapen, pistool, geweer, automatisch geweer, speer, pijl en boog, revolver, luchtbuks, raket, boksbeugel, dolk, katapult, machinegeweer, kanon, granaat, mijn, torpedo, mortier, slinger, vlammenwerper	roos, tulp, narcis, krokus, hyacint, lelie, gerbera, lavendel, margriet, pioenroos, chrysant, zonnebloem, iris, agapanthus, gipskruid, ranonkel, blauwe druifjes, anthurium, korenbloem, kangaroepootjes, distel, paardebloem, seringebloesem, viool	trommel, fluit, dwarsfluit, blokfluit, gitaar, viool, piano, keyboard, panfluit, xylofoon, triangel, elektrische gitaar, luit, bas, tamboerijn, pauk, cello, contrabas, tuba, klarinet, saxofoon, klavecimbel, orgel, accordeon	vlieg, mier, mug, bij, wesp, slak, naaktslak, tor, vlinder, kever, mestkever, lieveheersbeestje, vliegend hert, sprinkhaan, duizendpoot, miljoenpoot, oorwurm, worm, regenworm, spin, kruisspin, libelle, zilvervisje, vlooi	mooi, aardig, lief, leuk, interessant, knuffel, muziek, warmte, bos, sport, genegenheid, gezellig, zoen, kus, huis, kunst, museum, post, brief, film, liefde, kalmte, eten, landschap	oorlog, stress, woede, geweld, boos, lelijk, woedend, vies, eng, slecht, pijn, vlees, ziek, ziekte, monster, armoede, tekort, gewond, vlucht, onzekerheid, misbruik, racisme, seksisme, depressie
original	anonymous	nl2	Vierlingsbeek, the Netherlands	pistool, mes, knuppel, geweer, luchtbuks, kanon, zwaard, dolk, degen, harpoen,jachtgeweer, ninjaster, bazooka, vlammenwerper, afweergeschut, antitankgeschut, landmijn, raket, bom, bajonet, boksbeugel, pijl en boog, musket, sabel, zweep	roos, margriet, tulp, klaproos, anjer, krokus, narcis, lelie, orchidee, sneeuwklokje, fuchsia, paardebloem, boterbloem, blauwe druif, amaryllis, gerbera, passiebloem, iris, zonnebloem, pioen, oleander, vergeet-mij-nietje, koolzaad, dahlia, aster	gitaar, piano, viool, contrabas, orgel, keyboard, trompet, trombone, trommel, drumstel, harp, hoorn, pauk, triangel, blokfluit, dwarsfluit, hobo, klarinet, xylofoon, accordeon, piccolo, doedelzak, tuba, cello, castagnetten	bij, wesp, tor, kever, pissebed, kakkerlak, teek, mijt, vlinder, vlieg, fruitvlieg, made, worm, pier, slak, naaktslak, mot, mug, bromvlieg, krekel, sprinkhaan, schrijvertje, daas, mier, termiet	lief, vrolijk, blij, geluk, zonnig, aardig, vrij, vrede, lach, grap, samenzijn, feest, barbecue, plezier, verjaardag, vakantie, uitslapen, sport, spel, uitje, hoop, hulpvaardigheid, schoonheid, zorgeloosheid, vriendschap	oorlog, aanslag, terrorisme, woede, angst, boosheid, ruzie, geschreeuw, ontslag, pijn, haat, verdriet, dood, verlies, afscheid,wantrouwen, inhaligheid, corruptie, ziekte, arrogantie, regen, storm, armoede, honger, wreedheid
original	anonymous	no	Oslo, Norway	pistol, maskingevær, rifle, hagle, luftgevær, dolk, machete, batong, spyd, pil og bue, hakke, sverd, korde, gevær, armbrøst, slegge, ninjastjerner, kniv, øks, kanon, klubbe, jernrør, katapult, tanks, sprettert	løvetann, solsikke, hvitveis, blåveis, forglemmegei, margeritt, tulipan, rose, geranium, hestehov, natt og dag, revebjelle, orkidé, gerbera, germini, blåklokke, linjekonvall, hundekjeks, smørblomst, kløver, rødkløver, geitrams, julestjerne, hortensia, fresia	piano, gitar, harpe, cello, fløyte, tverrfløyte, fagott, klarinett, altsaksofon, tenorsaksofon, baritonsaksofon, obo, trombone, trompet, marimba, xylofon, vibrafon, skarptromme, basstromme, fele, fiolin, bratsj, bassgitar, kontrabass, munnharpe	veps, humle, bie, mygg, husflue, bananflue, tusenbein, knott, tordivel, kakerlakk, sommerfugl, møll, jordveps, sølvkre, skjeggkre, marihøne, kaffebønne, maur, tissemaur, øyenstikker, gresshoppe, sikade, siriss, larve, klegg	sol, varme, vennskap, glede, kjærlighet, samhold, skjønnhet, farger, fritid, lesing, kunst, hygge, avslapping, ro, ferie, katter, matlaging, skitur, hyttetur, spill, familie, venner, tegning, musikk, læring	regn, sludd, slaps, mørke, vold, mygg, kulde, ondskap, stank, dårlig ånde, smerte, kløe, solbrenthet, kvalme, svimmelhet, sykdom, sult, pandemi, ensomhet, arroganse, skitt, skade, krangling, kjeft, sinne
original	anonymous	pl	Gdańsk, Poland	nóż, pistolet, karabin, rewolwer, kastet, pałka, kij, obrzyn, strzelba, harpun, miotacz ognia, bazuka, granatnik, granat, moździerz, miecz, szpada, halabarda, floret, szabla, gaz łzawiący, scyzoryk, sztylet, bagnet, muszkiet	róża, tulipan, chryzantem, wrzos, mak, stokrotka, słonecznik, rokitnik, przylaszczka, żonkil, begonia, piwonia, przebiśnieg, pierwiosnek, dmuchawiec, mlecz, rododendron, rosiczka, aster, jabłoń, szałwia, magnolia, lilia, bez, kaczeniec	gitara, pianino, fortepian, skrzypce, wiolonczela, kontrabas, altówka, perkusja, keyboard, bęben, grzechotka, trójkąt, trąbka, róg, puzon, klarnet, burczybas, tuba, organy, marimba, dzwonki, dzwon, bas, flet prosty, flet poprzeczny	komar, mucha, kleszcz, pszczoła, osa, trzmiel, szerszeń, mrówka, mucha tse tse, chrabąszcz, chrząszcz, pasikonik, świerszcz, świetlik, muszka owocówka, ważka, motyl, modliszka, pchła, wesz, turkuć podjadek, biedronka, stonka, obrzeżek polski, skarabeusz	raj, łąka, ciepło, jedzenie, miłość, radość, szczęście, piękno, sztuka, spokój, błogość, dobrostan, pokój, rodzina, przyjaźń, bezpieczeństwo, dzieci, odprężenie, relaks, uznanie, docenienie, seks, zapach, uśmiech, śmiech	wojna, samotność, strach, nieszczęście, kataklizm, zimno, nieprzyjaciel, wróg, niebezpieczeństwo, niepewność, nienawiść, nikczemność, groźba, wypadek, ból, cierpienie, ucisk, wyzysk, zniszczenie, kradzież, oszustwo, śmierć, pobicie, napaść, gwałt
original	anonymous	pt_BR	Niterói - RJ, Brasil	revólver, faca, guilhotina, granada, canivete, fuzil, pistola, bomba, machete, lança, foice, porrete, arco, clava, katana, punho inglês, adaga, metralhadora, pistola de choque, escopeta, lança chamas, baioneta, espada, tridente, míssil	margarida, orquídea, tulipa, rosa, cravo, íris, hortênsia, girassol, lótus, petúnia, lavanda, amarílis, crisântemo, peônia, jasmim, gardênia, magnólia, dente de leão, violeta, hibisco, copo de leite, amor perfeito, calêndula, angélica, erva bezerra	piano, violino, violoncelo, guitarra, baixo, violão, flauta, teclado, bateria, reco reco, acordeão, tambor, berimbau, pandeiro, trompete, órgão, chocalho, tamborim, bangô, cavaquinho, trombone, harpa, triângulo, clarinete, tuba	formiga, mosca, borboleta, mariposa, grilo, esperança, vagalume, abelha, marimbondo, mosquito, barata, lagarta, joaninha, besouro, cupim, pulga, bicho pau, louva a deus, gafanhoto, piolho, percevejo, cigarra, libélula, motuca, muriçoca	paz, tranquilidade, música, amizade, comida, sol, praia, férias, família, churrasco, amor, carinho, cafuné, apreço, prazer, solidariedade, respeito, cuidado, abraço, segurança, auto confiança, sorriso, beleza, elogio, presente	cansaço, tristeza, dor, ódio, desprezo, desrespeito, ignorância, saudade, sofrido, miserável, aperto, dificuldade, pobreza, fome, guerra, briga, luta, conflito, armas, violência, solidão, choro, luto, apreensão, ansiedade
