LANG	TYPE	WHO	VERSION	BIRTH PLACE	WEAPONS	FLOWERS	INSTRUMENTS	INSECTS	PLEASANT	UNPLEASANT
en_US7	original	anonymous	3.0	Cincinnati, Ohio, USA	shotgun, knife, sword, machine gun, blade, machete, axe, dagger, hammer, bomb, missile, grenade, pepper spray, club, spear, lance, tear gas, revolver, handgun, rifle, pistol, torpedo, cannon, mustard gas, flamethrower	rose, lily, daisy, carnation, orchid, tulip, lotus, cherry blossom, daffodil, sunflower, hibiscus, gardenia, peony, baby's breath, crocus, chrysanthemum, geranium, bluebell, lavender, marigold, jasmine, hyacinth, iris, periwinkle, poppy	ukelele, violin, viola, cello, upright bass, trumpet, oboe, french horn, flute, harp, harmonica, steel drum, bongo, triangle, bass, electric guitar, acoustic guitar, tambourine, piano, clarinet, tuba, bassoon, cymbal, xylophone, saxophone	mosquito, termite, ladybug, spider, bee, hornet, firefly, centipede, millipede, butterfly, fly, grasshopper, cockroach, beetle, praying mantis, wasp, flea, caterpillar, worm, ant, cricket, cicada, moth, mite, horsefly	sunshine, relaxation, warmth, love, hugs, freedom, kindness, gratitude, humbleness, vacation, smiles, sunsets, sunrises, happiness, generosity, honesty, cultural, educational, fruitful, sweet, courageous, inclusive, amiable, honorable, heaven	cold, dark, damp, musty, gloomy, sadness, stinky, poor, beaten down, ungrateful, dishonest, labor, hell, depressed, dejected, angry, jealous, hostile, fearful, disagreeable, failure, trouble, criminal, noisy, pollution
en_US8	original	anonymous	3.0	Atlanta, USA	spear, sword, dagger, bow, mace, warhammer, axe, staff, whip, flail, club, rapier, dirk, pike, halberd, slingshot, gun, cannon, rifle, pistol, revolver, shotgun, missile, bomb, nuke	rose, violet, daisy, dandelion, tulip, morning glory, forget-me-not, periwinkle, orchid, buttercup, honeysuckle, lavender, chamomile, daffodil, carnation, lily, petunia, lilac, iris, peony, wisteria, rhododendron, chrysanthemum, cornflower, magnolia	trumpet, harmonica, flute, recorder, panflute, trombone, drums, guitar, bass, french horn, violin, viola, chello, tamborine, bagpipes, bassoon, oboe, piano, clarinet, cornette, saxophone, harp, mandolin, banjo, kazoo	bee, ant, wasp, stinkbug, beetle, butterfly, moth, caterpillar, grub, hornet, yellowjacket, grasshopper, locust, cricket, ant lion, dragonfly, damselfly, horse fly, fruit fly, lady bug, aphid, termite, stag beetle, silverfish, cockroach	joy, happiness, love, compassion, sunshine, warmth, party, massage, nap, free time, vacation, holiday, food, snack, fun, play, game, breeze, snuggle, cute, sweet, cool, kindness, humor, soft	hate, pain, bitterness, death, harm, abuse, hot, sweaty, cold, freezing, slur, rough, coarse, burn, broken, difficult, anger, sorrow, funeral, stuffy, dirty, embarassment, loneliness, stress, sickness
en_US9	original	anonymous	3.0	Northfield, Minnesota, USA	gun, knife, sword, spear, bow, arrow, cannon, catapult, trebuchet, crossbow, pike, lance, baton, club, warhammer, pick, halberd, bill, garrote, axe, machete, dagger, dirk, rondel, sabre	rose, tulip, lilac, daisy, clover, snapdragon, cherry blossom, sweet william, orange blossom, orchid, sunflower, cornflower, lilies, daffodil, chrysanthemums, apple blossom, peach blossom, plum blossom, iris, peony, bird of paradise, violet, jasmine, hibiscus, laurel	banjo, guitar, trumpet, viola, violin, cello, bass, trombone, tuba, french horn, piccolo, flute, oboe, bassoon, clarinet, whistle, piano, triangle, tambourine, tympany, snare, drum, cymbal, marimba, xylophone	gnat, flea, ant, fly, mosquito, cicada, dragonfly, centipede, millipede, rolly-polly (pill-bug), beetle, ladybug, fruit fly, horse fly, termite, praying mantis, cricket, grasshopper, locust, mayfly, junebug, dung beetle, wasp, bee, hornet	sex, happiness, calm, relax, sleep, company, friendship, love, hope, independence, camaraderie, comfort, vacation, learning, growth, achievement, celebration, dreams, music, control, smiles, hugs, jokes, art, home	anger, fear, poverty, shame, pain, discomfort, abuse, war, violence, failure, disgust, penalty, destruction, death, disagreement, confrontation, hunger, exhaustion, sickness, waste, suicide, depression, anxiety, cancer, betrayal
en_US10	original	anonymous	3.0	San Diego, CA, USA	sword, mace, bow, saber, cutlass, hammer, musket, revolver, assault rifle, pistol, fencing sword, rapier, lance, spear, poleax, longbow, tonfa, brass knuckles, baton, fists, whip, katana, flail, javelin, axe	tulip, orchid, peony, rose, chrysanthemum, strelitzia, lilac, allium, hydrangea, amaryllis, anemone, aster, lavender, poppy, daisy, azalea, sunflower, lily, carnation, daffodil, dahlia, hibiscus, hyacinth, iris, marigold	violin, guitar, piano, bass, viol, harpsichord, theremin, drums, triangle, gong, flute, saxophone, clarinet, viola, cello, trumpet, bass guitar, ukulele, maraca, lute, trombone, synthesizer, pan flute, cymbal, xylophone	roly poly, ant, spider, cockroach, mosquito, mite, earwig, cicada, moth, caterpillar, butterfly, dragonfly, gnat, grub, centipede, scorpion, cricket, millipede, daddy longlegs, black widow, brown recluse, bed bug, mantis, snail, slug	music, sweets, peace, calm, quiet, tasty, fresh, cleanliness, refreshing, safety, stability, delicious, sleep, warmth, love, harmony, friends, family, joy, accomplishment, fun, parties, celebration, opening things, food	parties, lonely, grief, love, arrogance, anger, greed, anxiety, regret, loss, depression, murder, death, enemies, bullying, hazing, cheating, pain, separation, annoyances, big ass cars, cancer, rushing, stress, awkwardness
en_US11	original	anonymous	3.0	Tucson, USA	knife, gun, rifle, pistol, handgun, machine gun, mace, machete, brass knuckles, cannon, missile, bomb, flamethrower, club, nunchuks, saw, blade, spear, bow, arrow, dagger, grenade, axe, bazooka, tear gas	rose, tulip, gardenia, carnation, chrysanthemum, daisy, sunflower, hydrangea, dandelion, buttercup, lily, orchid, iris, daffodil, lavender, petunia, peony, marigold, violet, geranium, pansy, honeysuckle, poppy, hibiscus, azalea	violin, viola, cello, double bass, bass guitar, guitar, electric guitar, trumpet, trombone, tuba, French horn, oboe, bassoon, clarinet, flute, keyboard, xylophone, drums, harp, organ, piano, harpsichord, mellophone, cymbals, tambourine	ant, fly, mosquito, gnat, butterfly, moth, bee, wasp, ladybug, cockroach, beetle, cricket, firefly, fruit fly, stinkbug, grasshopper, pill bug, dragonfly, cicada, praying mantis, sweat bee, stick bug, fire ant, termite, flea	sunshine, breeze, cozy, fresh, warm, happiness, comfort, belonging, family, friendship, love, laughter, smile, accomplishment, food, flowers, dessert, home, cuddling, satisfaction, beach, vacation, relaxation, fun, leisure	work, stress, pain, sadness, anguish, exhaustion, tired, hungry, dirty, itchy, smelly, hot, sweaty, sore, broken, wrong, anger, yelling, conflict, discomfort, suffering, sickness, thirst, heartbreak, guilt
en_US12	original	anonymous	3.0	Williamsburg, Virginia, USA	knife, dagger, sword, saber, rapier, spear, bow and arrow, crossbow, gun, pistol, rifle, machine gun, grenade, bomb, mine, garrote, poison, missile, atomic bomb, hydrogen bomb, handgun, torpedo, bullet, bayonet, axe	sunflower, daffodil, buttercup, daisy, rose, jasmine, dandelion, forget-me-not, bluebell, lily, lotus, magnolia, black-eyed susan, bluebonnet, poppy, camellia, orchid, chrysanthemum, carnation, clover, daphne, iris, feverfew, dogwood, freesia	piano, violin, oud, guitar, flute, clarinet, cello, xylophone, bongos, drums, triangle, viola, oboe, base, base guitar, harpsichord, trumpet, trombone, tuba, timpani, accordion, ukelele, saxophone, cymbals, harp	firefly, butterfly, moth, fly, chigger, tick, mosquito, gnat, dragonfly, cicada, centipede, roly-poly, millipede, mosquito eater, cockroach, ant, termite, bee, wasp, hornet, yellowjacket, horsefly, bedbug, cricket, stinkbug	lovely, wind, sun, flower, gentle, warm, cozy, music, happy, stars, smile, soft, feather, brush, snow, bell, string, bright, calm, book, adventure, color, dance, symbiosis, breath	fear, anxious, tense, slimy, smug, pompous, arrogance, strain, aggravation, irritating, selfish, overbearing, imperious, pretentious, itch, stress, nervous, uneasy, ache, pang, stuck, trapped, isolated, confined, detached
es_AR1	original	anonymous	3.0	Mendoza, Argentina	pistola, rifle, escopeta, revólver, fusil, ametralladora, carabina, subfusil, ballesta, arco, flecha, lanza, cuchillo, daga, sable, katana, machete, hacha, granada, bazuca, mortero, cañón, lanzallamas, búmeran, shuriken	rosa, tulipán, margarita, girasol, jazmín, orquídea, lirio, clavel, dalia, geranio, azucena, amapola, gardenia, violeta, camelia, hortensia, lavanda, narciso, fresia, petunia, begonia, magnolia, anémona, buganvilla, crisantemo	guitarra, piano, violín, flauta, batería, saxofón, trompeta, bajo, clarinete, oboe, cello, arpa, percusión, xilófono, acordeón, armónica, banjo, mandolina, tuba, trombón, fagot, viola, sintetizador, castañuelas, maracas	hormiga, abeja, avispa, mariposa, escarabajo, libélula, mosquito, grillo, saltamontes, cigarra, pulga, piojo, chinche, cucaracha, mariquita, mantis religiosa, termita, tábanos, polilla, escorpión, abejorro, mosca, ciempiés, gorgojo, langosta	amor, paz, alegría, naturaleza, libertad, frescura, serenidad, chocolate, caricias, atardecer, lluvia suave, música, abrazos, risas, playa, aromas, sueños, descanso, plenitud, creatividad, belleza, dulzura, calma, inspiración, ternura	dolor, tristeza, odio, soledad, envidia, miedo, guerra, pobreza, traición, desesperanza, suciedad, arrogancia, ruido, humedad, injusticia, ansiedad, egoísmo, abandono, rechazo, frío extremo, enfermedad, rencor, opresión, miseria, caos
es_AR2	original	anonymous	3.0	Mendoza, Argentina	pistola, revólver, ametralladora, fusil, arco, flecha, ballesta, navaja, machete, hacha, carabina, escopeta, metralleta, arcabuz, mosquete, florín, espada, estilete, bayoneta, daga, maza, puñal, lanza, boleadora, bazooka	jazmín, camelia, magnolia, clavel, violeta, narciso, fresia, glicina, alelí, lillium, gladiolo, rosa, orquídea, margarita, dalia, azucena, girasol, amapola, lirio, azalea, begonia, amarilis, cala, crisantemo, gardenia	saxofón, flauta, clarinete, trompeta, oboe, guitarra, arpa, violín, viola, violonchelo, piano, timbal, tambor, platillo, bombo, batería, címbalo, cítara, corno, xilofón, lira, gaita, órgano, pianola, laúd.	hormiga, chinche, ciempiés, grillo, saltamontes, pulga, mosca, avispa, abeja, langosta, cucaracha, escarabajo, mosquito, tábano, mariposa, polilla, helicóptero, termita, cigarra, chicharra, cochinilla, gorgojo, mariquita, araña, mantis	mar, playa, bosque, viaje, parque, naturaleza, animales, mirada, caricia, complicidad, compañerismo, risas, susurro, lectura, escritura, caminar, nadar, arte, música, gimnasia, meditación, diálogo, ternura, cine, teatro	violencia, gritos, golpes, cinismo, burla, amenaza, coacción, mentira, falsedad, armas, insultos, colusión, prevaricato, nepotismo, corrupción, robo, hurto, soberbia, desprecio, altanería, suciedad, mugre, ignorancia, brutalidad, excesos
es_BO1	original	anonymous	1.0	Cochabamba, Bolivia	pistola, fusil, rifle, espada, daga, cuchillo, arco y flecha, escudo, honda, ballesta, piedra, teaser, spray para ojos, bomba, bomba molotov, palos, flecha, sable, katana, nunchaku, manopla, estrella, dardo, misil, granada	rosa, jazmín, gladiolo, lirio, azucena, margarita, girasol, tulipán, orquídea, kantuta, patujú, alcachofa, pensamiento, cartucho, flor de liz, geranio, manzanilla, clavel, flor de cerezo, crisantemos, hortensia, magnolia, santa rita, vainilla, arete de la reina	violín, viola, violoncello, contrabajo, piano, trompeta, bombo, tambor, flauta traversa, flauta dulce, trombón, saxofón, teclado, guitarra, guitarra eléctrica, tuba, fagot, quena, zampoña, charango, cuatro, xilófono, órgano, oboe, triángulo	araña, mosca, mosquito, mariquita, zancudo, garrapata, waka waka, tarántula, ácaro, pulga, tábano, vinchuca, cucaracha, hormiga, mantis religiosa, polilla, mariposa, chanchito, saltamontes, grillo, libélula, sica sica, lombriz, abeja, avispa	comer, dormir, fuego de fogata, jugar, masajes, música, abrazar, cantar, ver películas, volleyball, recibir un regalo, acariciar, besar, cocinar, ir de excursión, tener una idea feliz, viajar, vacaciones, sexo, sentirse apreciado, amistad, nadar, ducharse, reir, teatro	caca, pis, insectos, deberes, burocracia, pagar cuentas, gritos, pelear, violencia, dictadura, totalitarismo, muerte, sangre, destrucción, abuso, pobreza, sufrimiento, dolor, enfermedad, trancadera, aburrimiento, ansiedad, encierro, contaminación, malestar
es_CO1	original	anonymous	1.0	Medellin, Colombia	flecha, cuchillo, pistola, cañón, rifle, ametralladora, hacha, misil, catapulta, guillotina, bolillo, granada, lanza granadas, mina, pólvora, dinamita, bomba, torpedo, tanque de guerra, mortero, bomba molotov, veneno, fusil, changón, látigo	hortensia, tulipán, orquídea, lirios, anturio, cartucho, rosas, girasol, crisantemos, ave del paraíso, dalia, margarita, clavel, lavanda, narciso, begonia, geranio, violeta, pensamiento, gladiolo, siempre viva, araucaria, agapanto, jazmín, petunia	guitarra, cuatro, violín, viola, violonchello, piano, clarinete, flauta traversa, fagot, oboe, contrabajo, batería, trombón, tuba, saxofón, bajo, corno inglés, trompeta, xilófono, triángulo, clave, arpa, platillos, acordeón, gaita	zancudo, mosco, grillo, araña, cucaracha, cucarrón, libélula, mariposa, oruga, gusano, lombriz, caracol, mariquita, hormiga, avispa, abeja, termita, escarabajo, abejorro, pulga, garrapata, luciérnaga, zángano, cienpiés, ácaro	felicidad, paz, alegría, bienestar, calma, sociego, hermandad, familia, unión, compartir, descansar, disfrutar, tranquilidad, harmonía, salud, quietud, seguridad, solvencia, convicción, ganas, curiosidad, honestidad, agradecimiento, compasión, amistad	guerra, resquemor, rencor, avaricia, venganza, dolor, daño, irresponsabilidad, inseguridad, rabia, egoísmo, insulto, irrespeto, desespero, testarudo, enfrentamiento, pelea, conflicto, indiferencia, injusticia, mentiras, impaciencia, enfermedad, tortura, tristeza
es_CO2	original	anonymous	1.0	Cali, Colombia	cuchillo, machete, espada, tanque, granada, aturdidora, pistola, fierro, revolver, ametralladora, rifle, bomba, carro bomba, minas antipersonas, navaja, venom, lanza granadas, hacha, taser, escopeta, petardo, fusil, cañón, bayoneta, gases	violeta, margarita, rosa, azucena, veranera, orquídea, clavel, geranio, tulipán, cartucho, flor de navidad, girasol, heliconia, hibisco, alelí, lilia, lirio, gerbera, gladiolo, anturio, hortensia, dalia, ave del paraiso, crisantemo, orquídea zapatico	piano, guitarra, batería, flauta, marimba, guiro, campana, timbales, bongós, maracas, trompeta, saxofón, violín, lira, tambores, gaita, acordeón, arpa, clave, bajo, violonchelo, congas, guitarra eléctrica, charango, zampoña	mariposa, hormiga, cucaracha, saltamontes, zancudo, mosquito, mosca, cienpies, escorpión, babosa, sanguijuela, oruga, mariquita, cucarrón, termita, libélula, araña, culebra, garrapata, ladilla, abeja, avispa, chinche, gusano, tijereta	postre, nadar, bailar, abrazo, amor, caricias, tranquilidad, cariño, familia, amigos, montañas, río, campo, atardeceres, comida de mamá, pasión, entusiasmo, dormir, descansar, viajar, arroz con pollo, helado, mar, reir, música	horror, guerra, muerte, violencia, intolerancia, olor a basura, enfermedad, tristeza, discutir, mugre, desaliento, rabia, cansancio, dolor, fétido, intranquilidad, estrés, incómodo, sangre, heridas, soledad, angustia, deseperación, ansiedad, odio
es_EC1	original	anonymous	1.0	Quito, Ecuador	ballesta, arco y flecha, pistola, espada, cuchillo, cimitarra, lanza, fusil, metralleta, granada, cañón, mortero, bazuca, rifle de francotirador, lanzagranadas, lanzallamas, mina, honda, catapulta, daga, navaja, sable, katana, machete, misil	amapola, azucena, begonia, clavel, crisantemo, dalia, girasol, geranio, orquídea, tulipán, violeta, rosa, lirio, margarita, hortensia, manzanilla, petunia, lavanda, jazmín, diente de león, jacinto, cardo, verbena, flor de loto, alstroemeria	arpa, armónica, bajo, chelo, violín, piano, charango, guitarra, pandereta, tambor, platillos, bombos, clave, maracas, rondador, xilófono, melódica, acordeón, campana, clarinete, saxofón, trombón, trompeta, corneta, flauta	abeja, abejorro, araña, avispa, escarabajo, mariquita, mantis, cucaracha, luciérnaga, cigarra, grillo, cien pies, escorpión, saltamontes, insecto palo, oruga, mosca, pulgón, hormiga, zancudo, mariposa, libélula, tijereta, alacrán, piojo	viajar, comer, dormir, leer, jugar, mirar, reir, soñar, bailar, pensar, tocar, experimentar, saborear, acariciar, amar, recibir, regalar, expresar, sentir, volar, lucir, comprar, brillar, visitar, ayudar	odiar, herir, mentir, asaltar, matar, fumar, destruir, pecar, mezquinar, ocultar, engañar, ignorar, despreciar, bullying, difamar, desprestigiar, reprochar, castigar, maltratar, torturar, secuestrar, denigrar, descuidar, desquitar, vomitar
